Patent,PC,Normalized Assignee,Family ID,Grouping,Priority Date,Priority Year,Est. Expiration Date,Title,Abstract,First Claim Word Count,PatentStrength,HML,Notes
8621061,PC,Bytemobile Inc,39769194,Data Packets/Data Streams,7/10/2007,2007,7/9/2028,Adaptive bitrate management for streaming media over packet networks,A method including receiving a receiver report from a terminal; estimating one or more network conditions of a media network based at least in part on the receiver report; determining an optimal session bitrate based on the estimated one or more network conditions; and providing media data to the terminal based on the optimal session bitrate.,110,70,,
8667207,PC,"Citrix Systems, Inc.",43447788,Virtual Machine/Computing Environment,9/30/2009,2009,4/29/2031,Dynamic reallocation of physical memory responsive to virtual machine events,Described are methods and systems for dynamically reallocating memory amongst virtual machines executing within a virtualization environment. A computer can execute a virtualization environment that can include one or more virtual machines and that can include a memory manager. The memory manager can dynamically reallocate memory by identifying a maximum and minimum memory value for each virtual machine determining a target memory value for each virtual machine using the maximum and minimum memory value and identifying one or more virtual machines that have an actual memory usage value that is less than the target memory value calculated for those virtual machines. To re-allocate the memory the memory manager can allocate additional memory to the identified virtual machines by inflating a balloon driver then de-allocate the additional memory and reallocate the de-allocated additional memory to other virtual machines within the virtualization environment.,242,70,,
8285704,PC,"Citrix Systems, Inc.",40589226,Private Networks/Multiple Devices|Private Networks/Local Area Network,11/2/2007,2007,11/2/2027,Hosted searching of private local area network information with support for add-on application,Hosted searching of private LAN information is described. The apparatus includes a LAN crawler to automatically and repeatedly crawl a LAN having multiple devices using a discovery module to discover the devices a generic-probing module to attempt to collect the descriptive information according to a first set of probing requirements and multiple specific-probing plug-ins each of which attempt to collect the descriptive information according to a second set of specific probing requirements. In another embodiment the apparatus also includes a hosted on-demand search system including a centralized-search server to create and synchronize a private search database. The centralized-search server includes an application interface to receive a request to access the private search database from a third-party add-on application to provide the accessed information to the third-party add-on application and to receive from the third-party add-on application an application rendered component to be displayed on the user interface.,339,70,,
8886925,PC,"Citrix Systems, Inc.",49779221,Mobile Devices/Enterprise Applications|Mobile Devices/Secure Container,10/11/2011,2011,1/16/2033,Protecting enterprise data through policy-based encryption of message attachments,A system is disclosed that includes components and features for enabling enterprise users to securely access enterprise resources (documents data application servers etc.) using their mobile devices. An enterprise can use some or all components of the system to for example securely but flexibly implement a BYOD (bring your own device) policy in which users can run both personal applications and secure enterprise applications on their mobile devices. The system may for example implement policies for controlling mobile device accesses to enterprise resources based on device attributes (e.g. what mobile applications are installed) user attributes (e.g. the user's position or department) behavioral attributes and other criteria. Client-side code installed on the mobile devices may further enhance security by for example creating a secure container for locally storing enterprise data creating a secure execution environment for running enterprise applications and/or creating secure application tunnels for communicating with the enterprise system.,123,70,,
8073881,PC,"Citrix Systems, Inc.",39797367,Other Topics,6/1/2004,2004,4/26/2025,Methods and apparatus facilitating access to storage among multiple computers,Multiple computers in a cluster maintain respective sets of identifiers of neighbor computers in the cluster for each of multiple named resource. A combination of the respective sets of identifiers define a respective tree formed by the respective sets of identifiers for a respective named resource in the set of named resources. Upon origination and detection of a request at a given computer in the cluster a given computer forwards the request from the given computer over a network to successive computers in the hierarchical tree leading to the computers relevant in handling the request based on use of identifiers of neighbor computers. Thus a combination of identifiers of neighbor computers identify potential paths to related computers in the tree.,401,69,,
8869235,PC,"Citrix Systems, Inc.",49779221,Mobile Devices/Enterprise Applications|Mobile Devices/Secure Container,10/11/2011,2011,10/10/2032,Secure mobile browser for protecting enterprise data,A system is disclosed that includes components and features for enabling enterprise users to securely access enterprise resources (documents data application servers etc.) using their mobile devices. An enterprise can use some or all components of the system to for example securely but flexibly implement a BYOD (bring your own device) policy in which users can run both personal applications and secure enterprise applications on their mobile devices. The system may for example implement policies for controlling mobile device accesses to enterprise resources based on device attributes (e.g. what mobile applications are installed) user attributes (e.g. the user's position or department) behavioral attributes and other criteria. Client-side code installed on the mobile devices may further enhance security by for example creating a secure container for locally storing enterprise data creating a secure execution environment for running enterprise applications and/or creating secure application tunnels for communicating with the enterprise system.,222,69,,
8181019,PC,"Citrix Systems, Inc.",42799588,Directed Towards/Multi-core,6/22/2009,2009,7/3/2030,Systems and methods for managing crls for a multi-core system,The present invention is directed towards systems and methods for maintaining Certificate Revocation Lists (CRLs) for client access in a multi-core system. A first core may generate a secondary CRL corresponding to a master CRL maintained by the first core. The CRLs may identify certificates to revoke. The first core can store the secondary CRL to a memory element accessible by the cores. A second core may receive a request to validate a certificate. The second core can provisionally determine via access to the secondary CRL whether the certificate is revoked. The second core may also determine not to revoke the certificate. Responsive to the determination the second core may request the first core to validate the certificate. The first core can determine whether to revoke the certificate based on the master CRL. The first core may send a message to the second core based on the determination.,143,69,,
8638795,PC,"Citrix Systems, Inc.",44584645,Directed Towards/Network Packets,8/12/2010,2010,11/10/2030,Systems and methods for quality of service of encrypted network traffic,The present invention is directed towards systems and methods for providing classification of an encrypted network packet for performing QoS and acceleration techniques. Encrypted packets may be classified by a first classifier at a first portion of a network stack of a device as corresponding to a first predetermined application and an application identifier may be included with the packet. In some embodiments the packets may be decrypted in an order dependent on a first classification of the encrypted network packet. After decryption packets may be reclassified as corresponding to a second predetermined application by a second classifier operating at a second portion of a network stack of the device above the first portion. Thus network performance may be enhanced and optimized by providing QoS and acceleration engines with packet- or data-specific information corresponding to the application while avoiding inefficiencies due to a lack of prioritization of decryption.,177,69,,
8353012,PC,Citrix Systems,42268099,User Profile,2/26/2008,2008,8/12/2031,Internet-based group website technology for content management and exchange (system and methods),System and Methods for implementing a Internet-Based Group Cloud Management System (GCMS) comprised by several Cloud Management System sites (CMS sites) where providing institutions means for: A) The Creation of the Educational Group comprised by: A1) Community CMS sites for Campuses and/or Groups of Users A2) Personal CMS Sites for each Faculty Staff Student and Alumnus A3) Project CMS sites for each Project Team. B) Communication within the Educational Group: B1) Among CMS Sites B2) to e-mail and text-messaging devices. The CMS sites are reachable by their own domain names or sub-domain from the GCMS and by any search engine. Each CMS site is multi-user and includes its own security system user-defined and predefined pages for among others Professional Profile Web Apps Virtual Desktop/Apps and Web/Cloud Services. Each CMS site is connected to the GCMS allowing the Exchange of Information among CMS sites within the GCMS and among GCMS sites.,279,69,,
8671213,PC,"Citrix Systems, Inc.",48655649,Other Topics,3/14/2002,2002,3/30/2022,Methods and apparatus for generating graphical and media displays at a client,The invention generally relates to generating a display having graphical and/or media components at a client. In one aspect a method for generating a graphical display at a client includes transmitting output from an application program executing on a server to the client identifying a non-textual element within the application output retrieving a compressed data format associated with the non-textual element and transmitting to the client the compressed data format in place of the non-textual element. In another aspect a method for generating a media presentation at a client includes transmitting output from an application program executing on a server to the client identifying a media stream within the application output intercepting an original compressed data set representing at least a portion of the media stream before processing by the application program and transmitting the original compressed data set to the client.,108,68,,
8922617,PC,"Citrix Systems, Inc.",46316177,Other Topics,12/23/2010,2010,6/2/2032,"Systems, methods, and devices for time-shifting playback of a live online meeting",In various embodiments an attendee of a live online meeting selects screen data from an earlier point in time in the online meeting for playback while the meeting is still ongoing. Automatically generated image thumbnails of the screen data for the online meeting may be employed to navigate to the earlier point in time. Attendees may annotate screenshots associated with the thumbnails and a summary document may be generated that includes the screenshots and the annotations.,391,68,,
8977684,PC,"Citrix Systems, Inc.",42315411,Computing Devices/Viewer Computing|Computing Devices/Audio Stream,4/14/2009,2009,11/5/2029,Systems and methods for computer and voice conference audio transmission during conference call via voip device,A new approach is proposed that contemplates systems and methods to support canceling audio streams leaked from a speaker to a microphone so that a clean audio stream of a presenter or viewer speaking at a conference call is transmitted. Here the audio streams being canceled includes the computer audio stream of an application being run or a material being presented online during a web conference and/or the audio stream received from the rest of the group of participants at the conference call. The computer audio stream is then transmitted in addition to the presenter or viewer audio stream and separate from any other audio stream captured by the hosting device during the conference call.,369,68,,
8463887,PC,"Citrix Systems, Inc.",44152688,Directed Towards/Multi-core|Directed Towards/Packet Processing Engines|Intermediary Devices/Multi-core|Intermediary Devices/Intermediary Receives a Request from a Client,12/23/2009,2009,6/11/2031,Systems and methods for server surge protection in a multi-core system,The present application is directed towards systems and methods for providing connection surge protection to one or more servers by an intermediary multi-core system. A packet processing engine of a multi-core device deployed as an intermediary between a plurality of clients and one or more servers determines an estimated number of total pending requests received by all packet processing engines based on a value of a local counter of received requests the total number of pending requests received by all other packet processing engines at a last predetermined interval and a rate of change of the total number of pending requests received by all other packet processing engines multiplied by the time since the last predetermined interval. The packet processing engine applies a surge protection policy to received pending requests responsive to the determined estimated number of total pending requests.,318,68,,
8774043,PC,"Citrix Systems, Inc.",47293142,Data Packets/Quality of Service|Mobile Devices/Services Based on One|Mobile Devices/Transmitted Data|Mobile Devices/Data Type,6/8/2011,2011,12/28/2032,Methods and apparatus for using a layered gear to analyze and manage real-time network quality of service transmission for mobile devices on public networks,Methods and apparatus for providing layered gear mechanism to analyze network loss and latency conditions includes bundling data into data packets of varying depths at a source with data packets of each depth belonging to a particular data type. The data packets of varying depths are transmitted in layers over a network to a destination. Information for the transmitted data packets for each layer is collected constantly and analyzed as the data progresses along the network to identify corresponding network transmission characteristics. The transmission of subsequent data packets for anyone of the layers is adjusted based on the network transmission characteristics. The adjusting is repeated one or more times based on the analyzed information for the transmitted data packets. The transition metrics for each layer is utilized for relative analysis of transmission metrics across the layers to set the adjusting.,169,68,,
8161472,PC,"Citrix Systems, Inc.",39182358,Client Node/Network Communication|Client Node/Portions of the Page|Client Node/Transmitting the same Data to more than One|Transmitted Page,11/2/2000,2000,3/9/2021,Methods and apparatus for incorporating a partial page on a client,The invention relates to a method and apparatus for regenerating portions of the page that have changed and transmitting only those portions to the client for display. Executing only the necessary parts of the page generation code and transmitting only changes to the client improves the efficiency of using the resources of the network communication channel the client node and the server node. Performing these operations only when required when the data has changed improves the efficiency of use even further. The invention also takes advantage of any portions of the page that are already on the client by reusing them and thus eliminates the need to regenerate or transmit those reusable portions. In one aspect the invention relates to a method for incorporating a partial page into a transmitted page displayed on a client. The method includes displaying the transmitted page on a client receiving by the client a regenerated portion of the transmitted page from a server and incorporating by the client the regenerated portion into the transmitted page displayed on the client. In one embodiment the method includes receiving by the client a modification list from the server instructing the client on the incorporation of the regenerated page portion into the transmitted page. In another embodiment the method includes receiving by the client additional code instructing the client on how to interpret commands contained in the modification list.,225,68,,
8856783,PC,"Citrix Systems, Inc.",44503493,Virtual Machine/User Session|User Profile,10/12/2010,2010,5/15/2032,Allocating virtual machines according to user-specific virtual machine metrics,The performance monitoring system allocates virtual machines to users or user sessions according to a user categorization that is determine using user session information and virtual machine metrics. A session monitor of the performance monitoring system is notified that a user session terminated where the user session accessed a virtual machine. The session monitor responsively records the user session information and obtains virtual machine metrics for the virtual machine from a virtual machine performance monitor. The performance monitoring system updates a user workload profile using the user session information and the virtual machine metrics and categorizes the user of the user session according to the user workload profile. Upon receiving a request from a user for a virtual machine a virtual desktop infrastructure requests a virtual machine from a virtual machine manager. The virtual machine manager responsively allocates a virtual machine to the user according to the user's categorization.,193,68,,
8521901,PC,Bytemobile Inc,40433760,Other Topics,12/28/2007,2007,5/31/2030,Tcp burst avoidance,A computer-implemented method including providing at a first device a packet scheduler layer between a network layer and a transport layer; receiving at the packet scheduler layer one or more transmission control protocol (TCP) packets from a sending layer on the first device wherein the sending layer is one of the network layer or the transport layer; smoothing delivery of at least one of the one or more TCP packets by delaying the delivery; and sending the one or more TCP packets to a receiving layer wherein the receiving layer is one of the network layer or the transport layer that is not the sending layer.,204,67,,
8352952,PC,"Citrix Systems, Inc.",41663306,Virtual Machine/Hypervisor,12/1/2008,2008,11/8/2031,Systems and methods for facilitating virtualization of a heterogeneous processor pool,A system for facilitating virtualization of a heterogeneous processor pool includes a processor allocation component and a hypervisor each executing on a host computer. The processor allocation component identifies a plurality of physical processors available for computing and determines a set of flags each of the set of flags identifying a type of functionality provided by each of a subset of the plurality of physical processors. The hypervisor in communication with the processor allocation component allocates to at least one virtual machine access to one of the subset of the plurality of physical processors.,138,67,,
8046353,PC,"Citrix Systems, Inc.",40589210,Other Topics,11/2/2007,2007,7/25/2029,Method and apparatus for searching a hierarchical database and an unstructured database with a single search query,Techniques for searching a hierarchical database and an unstructured database with a single search query are described herein. In one embodiment a single search query is received that has syntax identifying an unstructured search string within a structured search query to automatically cause a search of the inverted index and use of the result to automatically search the hierarchical database. The unstructured search string is extracted from the single search query and an inverted index is searched according to the unstructured search string wherein the inverted index includes virtual documents created from data stored in the hierarchical database wherein each virtual document includes a unique identifier from the hierarchical database used to designate the data in the hierarchical database from which that virtual document was created wherein a result of the inverted index search includes the unique identifiers of the virtual documents that meet the search. For each of the unique identifiers in the result a separate search query is generated from the single search query by replacing the unstructured search string in the structured search query with that unique identifier and the hierarchical database is searched according to the separate search query. Other methods and apparatuses are also described.,300,67,,
8350863,PC,"Citrix Systems, Inc.",40591947,Computing Devices/Other Topics|Remote Machine/Local Computing Machine|Remote Machine/Remote Application|Local Computing/Remote Computing Machine|Local Computing/Local Agent,1/27/2008,2008,1/28/2031,Methods and systems for improving resource utilization by delaying rendering of three dimensional graphics,Methods and systems for improving resource utilization when remoting three dimensional graphics commands that are generated by an application executing on a local computing machine. An agent that executes on a local computing machine intercepts a first call to a drawing library. The application generates this first call to request information from the drawing library. The agent further transmits a first frame that is generated by the application to a remote computing machine and prevents a return of the first call to the requesting application until the agent receives a notification indicating either the first frame was transmitted to the remote computing device or the first frame was rendered. Upon receiving such a notification the agent permits the return of the first call to the requesting application.,132,67,,
8380994,PC,"Citrix Systems, Inc.",44153129,Directed Towards/Multi-core|Directed Towards/Packet Processing Engines,12/23/2009,2009,3/20/2031,Systems and methods for generating and managing cookie signatures for prevention of http denial of service in multi-core system,The present application is directed towards systems and methods for generating and maintaining cookie consistency for security protection across a plurality of cores in a multi-core system. A packet processing engine executing on one core designated as a primary packet processing engine generates and maintains a global random seed. The global random seed may be used as an initial seed for creation of cookie signatures by each of a plurality of packet processing engines executing on a plurality of cores of the multi-core system using a deterministic pseudo-random number generation function such that each core creates an identical set of cookie signatures.,240,67,,
8902967,PC,"Citrix Systems, Inc.",44711001,Mobile Devices/Communications Network|Mobile Devices/Media Stream|Real Time/Media Stream,3/31/2010,2010,10/12/2032,Systems and methods for distributed media stream transcoding and sharing,A new approach is proposed that contemplates systems and methods to support distributed stream media transcoding and sharing in real time. Under the approach a host associated with a sender generates a high quality stream of media content that is to be shared with a plurality of viewers over a communication network. The hosting devices associated with the plurality of viewers are evaluated for their capability to process and/or transcode the high quality media stream. Based on the evaluation the host of the sender encodes and transmits the high quality media stream to at least one selected host associated a viewer. Besides decoding the received high quality media stream and displaying it for its own consumption the selected host of the sender further transcodes the media stream by re-encoding the high quality media steam into a different probably lower quality media stream and transmits the re-encoded media stream to a mobile device associated with another viewer which then decodes and displays the lower quality media stream on the mobile device.,486,66,,
7792934,PC,Citrix Systems International Gmbh,40799932,User Profile,1/2/2008,2008,8/24/2028,Loading of server-stored user profile data,One or more computer-implemented methods provided by computer-readable media for providing and loading user profile data from a server computer system to a client computer system may be used together with the server and client computer systems. The client computer system may be caused to initiate a login process for a user on the client computer system and to send login information to the server during the login process. After reception of the login information from the client the server evaluates the received login information to obtain user information corresponding to a user identified in the login information. Based on the obtained user information the server finds user profile data stored on the server computer system. Finally metadata relating to the user profile data may be determined by the client computer system by pulling corresponding data from the server computer system.,180,66,,
8695083,PC,"Citrix Systems, Inc.",42536713,Security Gateway/Security Gateway Receives Messages|Security Gateway/Requests Rather than Malicious Attacks the Security Gateway|Security Gateway/Entry Point,2/18/2004,2004,3/10/2025,Rule generalization for web application entry point modeling,A security gateway receives messages such as URL requests rejected by a message filter based on a set of rules. The security gateway maintains frequencies with which the messages were rejected by the rules. The security gateway finds rejected messages having a high frequency of occurrence. Since messages having a high frequency of occurrences are more likely to represent legitimate requests rather than malicious attacks the security gateway generates exception rules which would allow similar messages to pass through the gateway.,163,66,,
8001244,PC,"Citrix Systems, Inc.",42398613,Data Packets/Payload Portion,8/24/2000,2000,9/20/2020,Deep packet scan hacker identification,Securing an accessible computer system typically includes receiving a data packet that includes a payload portion and an attribute portion where the data packet is communicated between at least one access requestor and at least one access provider. At least the payload portion of the received data packet typically is monitored where monitoring includes scanning the payload portion for at least one predetermined pattern. When the payload portion is determined to include at least one predetermined pattern access by the access requestor to the access provider may be controlled . Monitoring the data packet may include scanning the payload portion while handling the data packet with a switch. Controlling access may include denying access by the access requestor to the access provider.,137,66,,
8559733,PC,"Citrix Systems, Inc.",42289188,Local Computing/Original Image,3/31/2009,2009,8/7/2032,Methods and systems for approximating progressive image encoding using image partitioning,An image partitioner that executes on a local computer to vertically partition pixels of an original image into one or more non-overlapping vertical rows of image pixels and horizontally partition the original image pixels into one or more non-overlapping horizontal rows of image pixels. The image partitioner can then separate the original image into a first sub-image that includes pixels of a first horizontal row and pixels of a first vertical row. The image partitioner can then separate the original image into a second sub-image that includes pixels of either the first horizontal row and a second vertical row or a second horizontal row and the first vertical row. The first sub-image and second sub-image are then transmitted to a remote computer that interlaces the first sub-image with the second sub-image to create a first combined image which approximates the original image on the local computer.,215,65,,
8881229,PC,"Citrix Systems, Inc.",50031074,Mobile Devices/Enterprise Applications|Software Application/Enterprise Applications,10/11/2011,2011,5/3/2033,Policy-based application management,Improved techniques for managing enterprise applications on mobile devices are described herein. Each enterprise mobile application running on the mobile device has an associated policy through which it interacts with its environment. The policy selectively blocks or allows activities involving the enterprise application in accordance with rules established by the enterprise. Together the enterprise applications running on the mobile device form a set of managed applications. Managed applications are typically allowed to exchange data with other managed applications but are blocked from exchanging data with other applications such as the user's own personal applications. Policies may be defined to manage data sharing mobile resource management application specific information networking and data access solutions device cloud and transfer dual mode application software enterprise app store access and virtualized application and resources among other things.,326,65,,
7926116,PC,"Citrix Systems, Inc.",39101266,Other Topics,8/21/2006,2006,8/21/2026,Systems and methods for dynamic decentralized load balancing across multiple sites,A method for enabling decentralized dynamic load balancing among a plurality of appliances providing access to a plurality of sites each site comprising a local area network and at least one server includes: determining by a first appliance a first number of services currently available for access via a local area network connected to the first appliance; receiving by the first appliance from a second appliance a communication indicating a second number of services currently available for access via a local area network connected to the second appliance; receiving by the first appliance a plurality of requests to connect to a service; determining by the first appliance a weight to be assigned to the second appliance wherein the determination is responsive to the second number; and forwarding by the first appliance to the second appliance a subset of the plurality of requests wherein the number of requests comprising the subset is determined in response to the determined weight. Corresponding systems are also described.,224,64,,
8583920,PC,"Citrix Systems, Inc.",49478563,Virtual Server/Other Topics|Virtual Machine/Cloud,4/25/2012,2012,4/25/2032,Secure administration of virtual machines,Methods and systems for performing secure administration of virtual domain resource allocation are provided herein. A cloud service provider (CSP) may provide instances of virtual machines to one or more contracting user entities. The cloud service provider may store an authorization database identifying one or more resources (e.g. storage CPU etc.) that each of the different contracting user entities is authorized to use on a virtual machine server device. The CSP may subsequently receive a request from an unverified entity to instantiate a virtual machine with access to one or more resources. The request may include security information. The CSP validates the request by verifying the unverified entity using the first security information (e.g. checking a PKI certificate requiring a login/password etc.) and when the request is validated provides access to the verified entity to a subset of the requested one or more resources based on the authorization database.,163,64,,
8838630,PC,"Citrix Systems, Inc.",38878037,Other Topics,6/30/2006,2006,7/17/2026,Method and systems for efficient delivery of previously stored content,Systems and methods for reducing file sizes for files delivered over a network are disclosed. A method comprises receiving a first file comprising sequences of data; creating a hash table having entries corresponding to overlapping sequences of data; receiving a second file comprising sequences of data; comparing each of the sequences of data in the second file to the sequences of data in the hash table to determine sequences of data present in both the first and second files; and creating a third file comprising sequences of data from the second file and representations of locations and lengths of said sequences of data present in both the first and second files.,209,64,,
8667050,PC,"Citrix Systems, Inc.",44083066,Computing Devices/Client Devices|Virtual Machine/Client Agent|Virtual Machine/User Session|Remote Machine/Client Agent,12/9/2009,2009,7/28/2032,"Methods and systems for displaying, on a first machine, data associated with a drive of a second machine, without mapping the drive",Methods and systems for displaying data associated with a client drive of a client computing device in a virtualized desktop executing on a remote computing device without explicitly mapping the client drive onto the remote computing device are described. A first client agent executing on a client computing device establishes a user session with a remote computing device. The first client agent transmits data identifying the client drive of the client computing device to a second client agent executing on the remote computing device. The second client agent receives data associated with the client drive and generates a shell link using the received data associated with the client drive in the context of the user session. The second client agent displays the data associated with the client drive of the client computing device in a virtualized desktop executing on the remote computing device.,247,64,,
9043391,PC,"Citrix Systems, Inc.",48224478,Virtual Server/Other Topics|Virtual Machine/Other Topics,2/15/2007,2007,8/13/2028,Capturing and restoring session state of a machine without using memory images,System and method for capturing and/or restoring session state of a machine without using image files. Session state information for a first computer system may be captured in a structured state capture file (SSCF) using metadata to represent the session state and steps or actions which produced the session state and does not include a memory image or memory dump of the first computer system. The SSCF may be stored and subsequently provided for restoration of the session state on the first computer system or a different computer system. A server computer system may store the SSCF (with other SSCFs) and may provide the SSCF to the first computer system or a different computer system over a network for session state restoration e.g. in response to a request over the network. The first computer system may implement a virtual machine (VM). The session state may be that of the VM.,286,64,,
8452835,PC,"Citrix Systems, Inc.",44152615,Directed Towards/Multi-core|Intermediary Devices/Multi-core|Intermediary Devices/Intermediary Receives a Request from a Client,12/23/2009,2009,3/28/2030,Systems and methods for object rate limiting in multi-core system,The present invention is directed towards systems and methods for managing a rate of request for an object transmitted between a server and one or more clients via a multi-core intermediary device. A first core of the intermediary device can receive a request for an object and assume ownership of the object. The first core can store the object in shared memory along with a rate-related counter for the object and generate a hash to the object and counter. Other cores can obtain the hash from the first core and access the object and counter in shared memory. Policy engines and throttlers in operation on each core can control the rate of access to the stored object.,285,64,,
8869144,PC,"Citrix Systems, Inc.",44142394,Computing Devices/Computing Environment|Computing Devices/Virtualization Environment|Computing Devices/Trusted Virtual Machine|Virtual Machine/Computing Environment|Virtual Machine/Hypervisor|Virtual Machine/Guest|Virtual Machine/Trusted Virtual Machine,12/14/2009,2009,4/14/2033,Managing forwarding of input events in a virtualization environment to prevent keylogging attacks,The methods and systems described herein provide functionality for managing injection of input events to one virtual machine of a plurality of guest virtual machines in a computing device executing a hypervisor hosting a trusted virtual machine and a non-trusted virtual machine. An input manager receives a first item of input data from an input device communicating with the computing device. The input manager identifies whether the first item of input data includes a predetermined string. The input manager forwards responsive to the identification the first item of input data to one of (i) a first virtual machine of a plurality of guest virtual machines executed by the processor of the computing device and (ii) an application executed by the control virtual machine wherein at least one virtual machine of the plurality of guest virtual machines is a trusted virtual machine.,275,64,,
9015714,PC,Citrix Systems Inc,49681173,Virtual Machine/Cloud,11/27/2012,2012,10/14/2033,Diagnostic virtual machine created to monitor cluster of hypervisors based on user requesting assistance from cluster administrator,A diagnostic virtual machine having access to resources of an infrastructure as a service cloud may be created. A user device may be provided access to the diagnostic virtual machine. In some embodiments the diagnostic virtual machine may be configured to monitor a cluster of hypervisors and the resources of the infrastructure as a service cloud which the diagnostic virtual machine has access to may include physical resources of the infrastructure as a service cloud that are associated with the cluster of hypervisors.,118,64,,
8621105,PC,"Citrix Systems, Inc.",39030600,Transport Layer Connection/Client Agent,8/3/2006,2006,2/26/2027,Systems and methods for routing vpn traffic around network distribution,Methods for using a client agent to route client requests among a plurality of appliances using transport layer information include the steps of: establishing by a client agent executing on a client a first transport layer connection with a first appliance of a plurality of appliances the first appliance providing access to one or more servers; establishing by a client agent executing on the client a second transport layer connection with a second appliance of a plurality of appliances the second appliance providing access to one or more servers; intercepting by the client agent a packet transmitted by the client; selecting by the client agent one of the connections to transmit the intercepted packet based on a characteristic of at least one of: the transport layer connections the plurality of appliances or the servers; and transmitting the intercepted packet via the selected connection.,145,63,,
8694137,PC,"Citrix Systems, Inc.",39262008,Computing Devices/Other Topics|Remote Access/Other Topics,10/2/2006,2006,1/1/2030,"Systems, devices, and methods for remote access",A first computer is remotely accessed by a second computer. Sound output is generated at the first computer but is selectively muted at the first computer and transmitted to and output at the second computer.,112,63,,
8984407,PC,"Citrix Systems, Inc.",39189988,Computing Devices/Performance Data|Remote Access/Performance Data|Remote Access/User Interface|Graphical User Interface/User Interface Element|Graphical User Interface/Performance Data,9/15/2006,2006,5/30/2028,Methods and interfaces for displaying performance data related to a current remote access session,A graphical user interface displays performance data related to a communication session between a first computing device and a second computing device. The graphical user interface comprises a first graphical element and a second graphical element. The first graphical element has a number of sections that represent respective physical portions of a connection between the first computing device and the second computing device. Each of the sections displays the performance data of a current session for that respective physical section. The second graphical element displays corresponding performance data for a predetermined number of previous sessions between the first computing device and the second computing device.,227,63,,
8230055,PC,"Citrix Systems, Inc.",38825193,Intermediary Devices/Predetermined Threshold,8/3/2006,2006,11/6/2026,Method and appliance for using a dynamic response time to determine responsiveness of network services,In a method and appliance for determining responsiveness of a service via a particular protocol a device intermediary to a plurality of clients and a plurality of services determines response times from each of a plurality of services to respond to requests via a first type of protocol of a plurality of protocols. The device calculates an average response time for the first type of protocol from each of the response times of the plurality of services. The device establishes a predetermined threshold for which a response time of a service for the first type of protocol may deviate from the average response time. The device identifies a service as available responsive to determining that a deviation of the response time of the service from the average response falls within the predetermined threshold.,142,63,,
8874749,PC,"Citrix Systems, Inc.",50032873,Virtual Server/Cloud Infrastructure|Virtual Machine/Computing Environment|Virtual Machine/Cloud,2/3/2010,2010,10/23/2031,Network fragmentation and virtual machine migration in a scalable cloud computing environment,A scalable cloud infrastructure serves two or more customers where each customer is associated with at least one unit of virtual resources. The virtual resources are established by apportioning physical resources in the cloud infrastructure that are partitioned into pods within one or more zones in a scalable manner. Additionally the cloud infrastructure establishes one or more management server clusters each comprising one or more management servers. The two or more customers create a number of virtual machines within pods in a zone. Due to the scalability of the cloud infrastructure customer virtual machines may exist in non optimal locations within the zone. A method to migrate virtual machines and defragment customer networks is devised to optimally manage network traffic and data communication in a scaled cloud infrastructure.,275,63,,
8855418,PC,"Citrix Systems, Inc.",42357797,Other Topics,5/18/2009,2009,5/18/2029,Systems and methods for block recomposition for compound image compression,A new approach is proposed that contemplates systems and methods to support block-based compression of a compound image by skipping don't care blocks in the layers of the image while neither introducing significant overhead nor requiring changes to the compression method used. The block-based compression approach first segments a compound image into multiple layers and then recomposes a new set of image layers possibly with new dimensions from only the non-don't care blocks in the layers of the original image. The approach may later decompress the compressed image layers and restore the image by copying the decompressed blocks to their respective positions in the original image.,138,63,,
9054943,PC,"Citrix Systems, Inc.",44152680,Directed Towards/Various Embodiments|Virtual Server/Internet Protocol Address|IP Address/Network Traffic|IP Address/Network Layer,12/23/2009,2009,4/15/2032,Systems and methods for mixed mode handling of ipv6 and ipv4 traffic by a virtual server,The present invention is directed towards systems and methods for mixed-mode load balancing by a virtual server in a network supporting a plurality of internet protocols. In various embodiments a mixed-mode virtual server receives service requests based on two or more internet layer protocols. The mixed-mode virtual server is configured to detect an IP address type of the client issuing the service request and identify the internet protocol of the service request based on the detected IP address type. The mixed-mode virtual server can then forward the request to a server supporting the identified internet protocol. In this manner the mixed-mode virtual server can bind load balance servers supporting a plurality of internet protocols.,254,63,,
8949414,PC,"Citrix Systems, Inc.",45529210,Computing Devices/Client Devices|Directed Towards/Multi-core|Intermediary Devices/Multi-core,12/29/2010,2010,1/5/2033,Systems and methods for scalable n-core stats aggregation,The present invention is directed towards systems and methods for aggregating and providing statistics from cores of a multi-core system intermediary between one or more clients and servers. The system may maintain in shared memory a global device number for each core of the multi-core system. The system may provide a thread for each core of the multi-core system to gather data from the corresponding core. A first thread may generate aggregated statistics from a corresponding core by parsing the gathered data from the corresponding core. The first thread may transfer the generated statistics to a statistics log according to a schedule. The system may adaptively reschedule the transfer by monitoring the operation of each computing thread. Responsive to a request from a client an agent of the client may obtain statistics from the statistics log.,178,62,,
